YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2013 09 19 23 50 200  3.6  4.4  0.71  8.33  6.06 280 1011.1  15.9  15.5 999.0 99.0 99.00
2013 09 20 00 50 175  2.8  3.2  0.68  7.69  6.25 272 1010.6  15.9  15.5 999.0 99.0 99.00
2013 09 20 01 50 158  3.6  4.2  0.67  8.33  6.12 286 1010.2  15.8  15.7 999.0 99.0 99.00
2013 09 20 02 50 152  3.7  4.2  0.66  7.69  6.10 260 1009.7  15.7  16.1 999.0 99.0 99.00
2013 09 20 03 50 162  4.7  5.5  0.73 14.81  6.48 282 1010.0  14.6  16.1 999.0 99.0 99.00
2013 09 20 04 50 173  5.1  5.7 99.00 99.00 99.00 999 1009.8  14.7  16.2 999.0 99.0 99.00
2013 09 20 05 50 168  5.5  6.4  0.88 13.79  5.45 257 1009.4  15.3  16.3 999.0 99.0 99.00
2013 09 20 06 50 170  5.6  6.8  1.20 12.90  6.43 273 1009.0  15.6  16.0 999.0 99.0 99.00
2013 09 20 07 50 165  5.8  6.7  1.49 12.12  6.72 268 1008.5  15.8  15.7 999.0 99.0 99.00
2013 09 20 08 50 159  6.5  7.6  2.14 12.90  8.03 264 1008.0  16.0  15.7 999.0 99.0 99.00
2013 09 20 09 50 170  5.5  6.4  2.19 12.90  8.04 274 1007.7  15.9  15.8 999.0 99.0 99.00
2013 09 20 10 50 171  5.3  6.4  2.41 10.81  8.20 265 1007.2  15.7  15.8 999.0 99.0 99.00
2013 09 20 11 50 163  5.9  7.1  2.52 12.12  8.60 267 1006.3  15.7  15.6 999.0 99.0 99.00
2013 09 20 12 50 160  7.4  8.8  2.52 12.90  8.37 269 1005.8  15.7  15.4 999.0 99.0 99.00
2013 09 20 13 50 176  7.3  8.8  2.55 12.90  7.98 265 1005.5  15.6  15.2 999.0 99.0 99.00
2013 09 20 14 50 168  8.8 10.3  2.27 12.12  7.18 263 1005.3  14.4  15.3 999.0 99.0 99.00
2013 09 20 15 50 165  7.4  8.5  2.50 12.90  7.48 258 1004.9  14.5  15.4 999.0 99.0 99.00
2013 09 20 16 50 166  7.3  8.5  2.17 12.90  7.00 271 1004.8  14.7  15.8 999.0 99.0 99.00
2013 09 20 17 50 186  8.1 10.1  2.06 12.90  6.65 278 1005.4  14.7  15.7 999.0 99.0 99.00
2013 09 20 18 50 197  6.8  9.3  2.13 12.90  6.67 290 1005.5  15.5  15.8 999.0 99.0 99.00
2013 09 20 19 50 179  7.1  9.3  2.06 12.12  6.98 257 1005.0  15.2  15.8 999.0 99.0 99.00
2013 09 20 20 50 168  8.4 10.2  2.27 12.90  7.34 266 1004.8  15.0  15.6 999.0 99.0 99.00
2013 09 20 21 50 173  8.9 10.7  2.00 13.79  6.69 269 1004.8  15.2  15.5 999.0 99.0 99.00
2013 09 20 22 50 172  9.5 11.4  2.82 12.90  7.80 277 1004.6  15.0  15.4 999.0 99.0 99.00
2013 09 20 23 50 171  9.1 10.5  3.13 12.12  8.30 271 1004.9  15.2  15.4 999.0 99.0 99.00
2013 09 21 00 50 187  6.7  8.2  3.74 12.90  8.91 276 1005.0  15.6  15.4 999.0 99.0 99.00
2013 09 21 01 50 180  6.1  7.2  3.47 12.90  9.01 263 1005.0  15.7  15.5 999.0 99.0 99.00
2013 09 21 02 50 179  6.1  7.3  3.37 12.12  8.83 271 1005.2  15.8  15.5 999.0 99.0 99.00
2013 09 21 03 50 182  5.5  6.6  3.03 12.90  8.54 266 1005.5  15.8  15.8 999.0 99.0 99.00
2013 09 21 04 50 192  4.7  6.0  2.79 12.90  8.67 274 1005.9  15.8  15.7 999.0 99.0 99.00
2013 09 21 05 50 184  4.7  5.9  2.59 11.43  8.37 285 1005.3  15.9  15.6 999.0 99.0 99.00
2013 09 21 06 50 175  3.6  4.5  2.70 12.12  8.53 276 1005.2  15.7  15.6 999.0 99.0 99.00
2013 09 21 07 50 185  4.6  5.7  2.64 12.90  8.58 283 1005.4  15.8  15.8 999.0 99.0 99.00
2013 09 21 08 50 178  4.3  5.4  2.70 12.90  8.64 271 1005.3  15.8  15.9 999.0 99.0 99.00
2013 09 21 09 50 169  4.8  6.1  3.08 12.90  9.11 293 1005.2  15.7  15.9 999.0 99.0 99.00
2013 09 21 10 50 162  4.9  6.3  2.91 12.90  8.98 274 1005.1  15.3  15.8 999.0 99.0 99.00
2013 09 21 12 50 206  4.4  5.8  2.61 12.90  8.29 287 1005.1  13.9  15.5 999.0 99.0 99.00
2013 09 21 13 50 170  5.5  6.4  2.80 12.90  8.77 297 1005.2  14.9  15.4 999.0 99.0 99.00
2013 09 21 14 50 155  6.2  8.0  2.78 10.81  8.87 276 1005.5  14.7  15.4 999.0 99.0 99.00
2013 09 21 15 50 178  6.7  8.0  2.19 12.12  7.84 281 1005.8  14.9  15.4 999.0 99.0 99.00
2013 09 21 16 50 189  6.2  7.7  2.86 12.12  9.03 284 1006.5  14.8  15.4 999.0 99.0 99.00
2013 09 21 17 50 188  5.0  6.4  2.65 11.43  8.34 290 1006.7  15.0  15.5 999.0 99.0 99.00
2013 09 21 18 50 242  4.4  5.8  2.83 12.12  8.81 286 1007.1  14.8  15.5 999.0 99.0 99.00
2013 09 21 19 50 209  4.5  5.3  3.24 11.43  9.20 289 1007.2  15.4  15.6 999.0 99.0 99.00
2013 09 21 20 50 228  3.2  4.3  2.97 11.43  8.98 290 1007.4  15.7  15.9 999.0 99.0 99.00
2013 09 21 21 50 231  2.3  3.5  2.79 10.00  8.73 294 1007.5  15.7  16.1 999.0 99.0 99.00
2013 09 21 22 50 248  3.1  4.6  2.81 10.81  8.57 301 1007.7  16.2  16.3 999.0 99.0 99.00
2013 09 21 23 50 221  2.7  3.4  2.94 10.81  8.88 300 1007.8  16.3  16.3 999.0 99.0 99.00
2013 09 22 00 50 213  2.8  3.8  2.74 11.43  8.72 290 1008.3  16.2  16.4 999.0 99.0 99.00
2013 09 22 01 50 258  5.3  7.9  2.75 12.12  8.82 298 1008.4  15.7  16.4 999.0 99.0 99.00
2013 09 22 02 50 224  2.2  3.0  2.64 12.12  8.95 296 1008.5  16.1  16.3 999.0 99.0 99.00
2013 09 22 03 50 255  1.6  2.1  2.23 11.43  8.47 297 1008.9  16.2  16.3 999.0 99.0 99.00
2013 09 22 04 50 235  2.8  3.5  2.11 11.43  8.51 292 1009.1  16.0  16.3 999.0 99.0 99.00
2013 09 22 05 50 215  2.1  3.0  1.99 11.43  8.06 307 1009.4  16.0  16.3 999.0 99.0 99.00
2013 09 22 06 50 215  1.6  2.2  1.98 11.43  7.94 287 1009.3  15.9  16.2 999.0 99.0 99.00
2013 09 22 07 50 249  5.0  5.8  2.16 12.12  8.30 291 1009.6  16.4  16.2 999.0 99.0 99.00
2013 09 22 08 50 229  5.6  6.6  2.27 11.43  8.09 297 1009.2  16.4  16.1 999.0 99.0 99.00
2013 09 22 09 50 215  6.4  7.8  2.33 12.12  7.70 309 1009.0  16.5  16.1 999.0 99.0 99.00
2013 09 22 10 50 210  7.8  9.7  2.78 10.81  7.99 294 1008.7  16.5  16.1 999.0 99.0 99.00
2013 09 22 11 50 198  8.3 12.4  2.98 11.43  7.72 305 1008.3  15.8  16.0 999.0 99.0 99.00
2013 09 22 12 50 195 11.1 13.9  2.72 10.81  6.98 284 1007.9  15.5  15.9 999.0 99.0 99.00
2013 09 22 13 50 209 12.4 14.7  2.97 11.43  6.94 295 1007.3  16.1  15.7 999.0 99.0 99.00
2013 09 22 14 50 196 12.8 16.3  3.29 11.43  6.61 284 1007.0  15.7  15.6 999.0 99.0 99.00
2013 09 22 15 50 199 15.5 19.2  3.31 10.81  6.29 283 1006.3  15.9  15.7 999.0 99.0 99.00
2013 09 22 16 50 194 15.4 18.6  3.60 11.43  6.43 280 1006.0  15.0  15.5 999.0 99.0 99.00
2013 09 22 17 50 195 16.3 20.0  3.74  7.14  6.34 223 1005.1  14.5  14.9 999.0 99.0 99.00
2013 09 22 19 50 201 17.2 21.0  4.50  8.33  6.65 219 1004.4  14.3  15.0 999.0 99.0 99.00
2013 09 22 20 50 209 15.9 19.2  4.77  8.33  6.79 221 1004.9  14.6  14.9 999.0 99.0 99.00
2013 09 22 21 50 229  6.8  8.3  4.83  9.09  7.28 219 1006.0  16.6  15.1 999.0 99.0 99.00
2013 09 22 22 50 266  6.1  7.7  4.15  9.09  7.21 217 1007.2  17.0  15.4 999.0 99.0 99.00
2013 09 22 23 50 272  4.9  6.1  3.69  9.09  7.32 218 1007.9  17.1  15.6 999.0 99.0 99.00
2013 09 23 00 50 263  4.3  5.2  3.43  9.09  7.37 216 1008.6  17.0  15.7 999.0 99.0 99.00
2013 09 23 01 50 246  5.6  7.1  3.39  9.09  7.56 224 1009.2  17.0  15.7 999.0 99.0 99.00
2013 09 23 02 50 227  6.5  8.3  3.47 10.00  7.84 285 1009.7  16.7  15.3 999.0 99.0 99.00
2013 09 23 03 50 248  6.4  7.5  2.97 10.81  7.31 301 1010.4  17.0  15.6 999.0 99.0 99.00
2013 09 23 04 50 237  6.4  7.7  3.37 10.81  7.72 290 1010.9  16.9  15.9 999.0 99.0 99.00
2013 09 23 05 50 220  5.5  6.7  3.41 10.81  7.93 295 1011.5  16.6  15.9 999.0 99.0 99.00
2013 09 23 06 50 209  5.2  6.5  3.22 10.81  7.72 290 1011.6  16.5  15.8 999.0 99.0 99.00
2013 09 23 07 50 221  6.8  8.0  3.33 10.81  7.62 293 1011.9  16.5  15.8 999.0 99.0 99.00
2013 09 23 08 50 239  6.9  8.7  3.38 10.81  7.64 281 1012.2  16.5  15.7 999.0 99.0 99.00
2013 09 23 09 50 223  6.4  7.8  3.47 11.43  7.63 308 1012.2  16.4  15.5 999.0 99.0 99.00
2013 09 23 10 50 217  8.0  9.1  3.27 10.81  7.25 291 1012.4  16.3  15.3 999.0 99.0 99.00
2013 09 23 11 50 260  5.6  8.9  3.51 10.81  7.15 291 1013.3  14.9  15.2 999.0 99.0 99.00
2013 09 23 12 50 251  5.3  7.2  3.52 10.81  7.20 287 1012.9  16.2  15.2 999.0 99.0 99.00
2013 09 23 13 50 245  4.0  5.2  3.74 13.79  7.92 286 1013.2  16.3  15.2 999.0 99.0 99.00
2013 09 23 14 50 193  5.8  7.9  4.56 16.00  9.41 296 1013.9  15.4  16.0 999.0 99.0 99.00
2013 09 23 15 50 211  4.2  5.2  4.32 17.39  9.60 305 1013.9  16.4  16.3 999.0 99.0 99.00
2013 09 23 16 50 249  3.3  4.9  5.15 14.81 10.12 301 1014.6  16.5  16.2 999.0 99.0 99.00
2013 09 23 17 50 295  6.6  9.3  4.95 16.00 10.32 305 1014.8  15.1  15.9 999.0 99.0 99.00
2013 09 23 18 50 242  2.2  3.4  5.35 16.00 11.47 307 1015.3  15.5  15.5 999.0 99.0 99.00
2013 09 23 19 50 218  3.6  4.8  5.27 16.00 11.25 305 1015.5  16.2  15.5 999.0 99.0 99.00
2013 09 23 20 50 225  4.6  5.8  4.73 16.00 10.61 307 1015.6  16.4  15.8 999.0 99.0 99.00
2013 09 23 21 50 289  7.6 10.1  4.84 16.00 10.52 294 1015.8  14.0  15.7 999.0 99.0 99.00
2013 09 23 22 50 315  4.0  6.4  4.53 14.81 10.32 293 1015.8  13.9  15.6 999.0 99.0 99.00
2013 09 23 23 50 284  1.9  3.2  4.49 16.00 10.12 320 1016.0  14.5  15.8 999.0 99.0 99.00
2013 09 24 00 50 209  1.8  2.8  4.11 14.81  9.99 291 1016.1  14.7  15.9 999.0 99.0 99.00
2013 09 24 01 50 209  2.1  3.3  3.92 12.90  9.78 292 1016.2  15.0  15.9 999.0 99.0 99.00
2013 09 24 02 50 160  3.3  5.0  4.40 14.81  9.94 280 1016.3  14.7  15.8 999.0 99.0 99.00
2013 09 24 03 50 172  3.3  5.8  4.47 12.90 10.13 284 1016.5  14.8  15.6 999.0 99.0 99.00
2013 09 24 04 50 177  4.0  5.6  4.56 13.79 10.23 291 1016.3  15.1  15.4 999.0 99.0 99.00
2013 09 24 05 50 335  4.7  6.7  4.89 13.79 10.38 290 1016.3  13.8  15.9 999.0 99.0 99.00
2013 09 24 06 50 318  3.1  4.5  4.78 14.81 10.74 299 1016.3  13.4  15.9 999.0 99.0 99.00
2013 09 24 07 50 204  0.3  1.6  4.84 14.81 10.61 295 1015.9  13.2  15.5 999.0 99.0 99.00
2013 09 24 08 50 271  0.7  2.0  5.46 16.00 10.80 298 1015.6  12.8  15.3 999.0 99.0 99.00
2013 09 24 09 50  60  3.3  5.7  5.41 14.81 10.89 309 1015.2  12.9  15.1 999.0 99.0 99.00
2013 09 24 10 50  49  2.0  4.1  5.75 13.79 11.34 305 1014.8  13.1  15.6 999.0 99.0 99.00
2013 09 24 11 50  28  1.5  2.8  4.12 14.81 10.35 310 1014.7  13.7  15.8 999.0 99.0 99.00
2013 09 24 12 50 169  1.8  3.6  4.68 14.81 10.94 300 1014.5  13.9  15.8 999.0 99.0 99.00
2013 09 24 13 50  41  3.7  5.1  4.25 14.81 10.91 302 1014.6  12.8  15.8 999.0 99.0 99.00
2013 09 24 14 50 131  4.2  6.4  4.21 12.12 11.04 295 1014.6  13.1  15.8 999.0 99.0 99.00
2013 09 24 15 50 157  4.9  7.1  3.88 14.81 11.02 283 1014.6  13.9  15.5 999.0 99.0 99.00
2013 09 24 16 50 223  5.0  8.5  3.62 14.81 11.04 288 1014.8  14.2  15.6 999.0 99.0 99.00
2013 09 24 17 50 214  1.8  2.7  4.13 13.79 10.90 291 1014.6  14.7  15.6 999.0 99.0 99.00
2013 09 24 18 50 266  7.5  9.3  4.36 14.81 11.48 298 1014.4  14.1  15.7 999.0 99.0 99.00
2013 09 24 19 50 236  9.3 10.7  4.17 14.81 10.41 292 1014.1  13.8  15.6 999.0 99.0 99.00
2013 09 24 20 50 244  6.4  7.5  4.16 13.79 10.45 286 1013.8  14.5  15.4 999.0 99.0 99.00
2013 09 24 21 50 286  4.7  6.7  4.46 13.79 10.23 300 1013.5  14.0  15.3 999.0 99.0 99.00
2013 09 24 22 50 251  8.0  9.6  4.20 12.90  9.45 293 1013.3  14.2  15.3 999.0 99.0 99.00
2013 09 24 23 50 294  3.5  5.4  5.00 14.81 10.00 304 1013.1  13.5  15.4 999.0 99.0 99.00
2013 09 25 00 50 340  3.5  5.5  5.09 13.79 10.83 302 1012.8  13.2  15.7 999.0 99.0 99.00
2013 09 25 01 50  89  1.1  3.0  4.18 13.79 10.00 303 1012.4  13.4  16.0 999.0 99.0 99.00
2013 09 25 02 50 354  6.9  9.1  4.35 12.12  9.92 312 1012.6  12.4  16.0 999.0 99.0 99.00
2013 09 25 03 50 352  3.8  6.1  4.17 14.81  9.84 311 1012.9  13.2  16.1 999.0 99.0 99.00
2013 09 25 04 50 312  3.7  6.0  4.14 14.81 10.13 314 1012.9  13.5  16.1 999.0 99.0 99.00
2013 09 25 05 50 344  7.5  9.3  3.60 14.81 10.15 306 1012.8  13.5  16.1 999.0 99.0 99.00
2013 09 25 06 50 337  6.8  8.5  3.93 14.81 10.25 313 1012.5  13.7  16.0 999.0 99.0 99.00
2013 09 25 07 50 292  5.0  6.9  3.09 13.79  9.14 313 1012.5  13.2  16.0 999.0 99.0 99.00
2013 09 25 08 50 350  4.7  7.5  2.82 13.79  9.41 301 1012.5  12.8  16.0 999.0 99.0 99.00
2013 09 25 09 50  66  3.1  4.5  3.29 14.81  9.70 307 1012.6  12.5  16.0 999.0 99.0 99.00
2013 09 25 10 50 154  1.3  2.7  3.59 13.79 10.04 314 1012.5  12.5  15.8 999.0 99.0 99.00
2013 09 25 11 50 105  1.3  3.9  3.08 13.79  9.10 310 1012.6  11.3  15.7 999.0 99.0 99.00
2013 09 25 12 50 287  2.2  4.4  3.55 13.79  9.86 315 1012.9  12.3  15.7 999.0 99.0 99.00
2013 09 25 13 50  40  4.1  5.3  3.58 12.90  9.31 317 1013.7  11.1  15.7 999.0 99.0 99.00
2013 09 25 14 50  66  0.7  3.0  3.58 12.90  9.28 312 1014.1  11.3  15.6 999.0 99.0 99.00
2013 09 25 15 50 119  0.6  2.0  4.22 12.90  9.16 312 1014.5  11.8  15.4 999.0 99.0 99.00
2013 09 25 16 50 267  1.3  3.2  3.62 12.90  9.09 312 1014.8  12.4  15.6 999.0 99.0 99.00
2013 09 25 17 50 336  5.2  7.5  3.23 12.90  8.65 305 1015.3  11.1  15.6 999.0 99.0 99.00
2013 09 25 18 50 313  2.5  4.2  3.86 12.90  9.41 314 1015.6  12.4  15.7 999.0 99.0 99.00
2013 09 25 19 50 289  2.5  3.8  3.39 12.12  8.86 307 1015.8  12.9  16.1 999.0 99.0 99.00
2013 09 25 20 50 272  3.2  4.3  3.01 11.43  8.43 308 1015.9  13.4  16.3 999.0 99.0 99.00
2013 09 25 21 50 317  2.2  4.1  3.06 12.90  8.75 307 1015.9  14.3  16.3 999.0 99.0 99.00
2013 09 25 22 50 346  5.1  6.8  3.02 13.79  8.89 309 1016.3  14.7  16.3 999.0 99.0 99.00
2013 09 25 23 50 347  4.6  6.2  2.78 12.12  8.52 312 1016.4  14.6  16.4 999.0 99.0 99.00
2013 09 26 00 50 346  5.0  6.5  2.98 13.79  8.63 312 1016.7  15.0  16.5 999.0 99.0 99.00
2013 09 26 01 50   5  5.9  7.3  2.80 12.90  8.55 308 1016.9  15.0  16.5 999.0 99.0 99.00
2013 09 26 02 50   3  6.8  7.9  2.94 12.90  8.80 310 1017.4  14.8  16.5 999.0 99.0 99.00
2013 09 26 03 50  10  6.8  8.3  3.02 12.90  8.35 313 1017.9  14.9  16.4 999.0 99.0 99.00
2013 09 26 04 50  12  6.9  8.7  2.82 12.90  8.40 316 1018.3  15.0  16.3 999.0 99.0 99.00
2013 09 26 05 50   9  6.1  7.5  3.08 12.90  8.44 316 1018.6  14.9  16.3 999.0 99.0 99.00
2013 09 26 06 50  22  5.6  6.8  3.06 12.12  8.24 312 1018.4  15.0  16.3 999.0 99.0 99.00
2013 09 26 07 50  19  5.3  6.5  2.95 12.12  8.32 311 1018.4  15.0  16.3 999.0 99.0 99.00
2013 09 26 08 50  23  4.2  5.5  2.90 12.12  7.97 305 1018.5  14.8  16.3 999.0 99.0 99.00
2013 09 26 09 50  22  3.8  4.9  3.04 11.43  8.21 321 1018.6  14.8  16.3 999.0 99.0 99.00
2013 09 26 10 50  14  3.0  3.9  3.01 10.81  7.85 314 1018.4  14.8  16.4 999.0 99.0 99.00
2013 09 26 11 50  43  2.8  3.7  2.96 11.43  7.57 313 1018.4  14.8  16.4 999.0 99.0 99.00
2013 09 26 12 50  65  2.1  3.3  3.01 10.81  7.77 308 1018.6  14.6  16.5 999.0 99.0 99.00
2013 09 26 13 50 112  2.2  3.9  2.98 10.81  7.87 311 1018.7  14.2  16.4 999.0 99.0 99.00
2013 09 26 14 50  71  1.2  2.1  2.96 10.81  7.73 314 1019.0  14.1  16.1 999.0 99.0 99.00
2013 09 26 15 50  92  1.3  2.7  2.67 12.12  7.36 314 1019.5  14.6  16.2 999.0 99.0 99.00
2013 09 26 16 50  61  1.1  2.3  2.47 10.81  7.21 299 1020.1  15.2  16.3 999.0 99.0 99.00
2013 09 26 17 50  52  0.6  1.3  2.36 10.81  7.74 307 1020.4  15.2  16.4 999.0 99.0 99.00
2013 09 26 18 50 147  0.2  1.0  2.32 12.12  7.74 321 1020.7  15.5  16.5 999.0 99.0 99.00
2013 09 26 19 50 119  0.1  0.6  2.40 10.81  7.85 312 1020.7  15.9  17.0 999.0 99.0 99.00
2013 09 26 20 50  12  2.1  3.4  2.07 12.12  7.91 324 1020.9  15.6  17.2 999.0 99.0 99.00
2013 09 26 21 50 353  3.9  4.9  1.96  9.09  7.46 306 1020.9  15.8  17.2 999.0 99.0 99.00
2013 09 26 22 50 345  3.7  4.8  1.94 10.81  7.38 308 1020.8  15.9  17.0 999.0 99.0 99.00
2013 09 26 23 50 334  4.5  5.7  2.09  9.09  7.47 316 1021.0  16.0  16.9 999.0 99.0 99.00
2013 09 27 00 50 337  4.9  6.1  2.04 10.00  7.18 326 1020.9  16.0  16.7 999.0 99.0 99.00
2013 09 27 01 50 335  4.5  5.4  2.27  9.09  7.12 315 1021.2  15.9  16.6 999.0 99.0 99.00
2013 09 27 02 50 338  3.2  4.1  2.61 10.00  7.33 314 1021.7  15.8  16.5 999.0 99.0 99.00
2013 09 27 03 50 345  2.8  4.0  2.70 10.00  7.31 316 1022.1  15.8  16.3 999.0 99.0 99.00
2013 09 27 04 50 348  2.0  2.8  2.70 10.00  7.08 313 1022.5  15.8  16.2 999.0 99.0 99.00
2013 09 27 05 50 274  3.0  4.4  2.51  8.33  6.73 317 1022.6  15.5  16.2 999.0 99.0 99.00
2013 09 27 06 50 347  2.8  3.8  2.10 10.00  6.64 307 1022.6  15.8  16.2 999.0 99.0 99.00
2013 09 27 07 50 346  2.1  3.0  1.89 10.00  6.57 314 1022.4  15.7  16.1 999.0 99.0 99.00
2013 09 27 08 50 293  1.1  2.0  1.84  9.09  6.88 313 1022.4  15.7  16.3 999.0 99.0 99.00
2013 09 27 09 50 294  3.9  4.9  1.56  9.09  6.73 315 1022.2  15.8  16.4 999.0 99.0 99.00
2013 09 27 10 50 276  3.2  4.0  1.68  9.09  7.09 305 1021.6  15.6  16.4 999.0 99.0 99.00
2013 09 27 11 50 258  4.2  5.1  1.44 10.00  6.76 309 1021.3  15.6  16.4 999.0 99.0 99.00
2013 09 27 12 50 213  4.2  5.4  1.42  9.09  6.68 325 1020.5  15.5  16.3 999.0 99.0 99.00
2013 09 27 13 50 213  5.2  6.3  1.52 10.00  6.94 319 1020.8  15.6  16.3 999.0 99.0 99.00
2013 09 27 14 50 202  6.5  8.0  1.41  9.09  6.18 303 1020.3  15.5  16.3 999.0 99.0 99.00
2013 09 27 15 50 203  7.8  9.5  1.43  8.33  5.51 307 1020.1  15.5  16.2 999.0 99.0 99.00
2013 09 27 16 50 205  9.3 10.9  1.57  7.14  5.40 313 1020.2  14.3  16.1 999.0 99.0 99.00
2013 09 27 17 50 197 10.6 12.1  1.57  9.09  4.80 305 1019.6  14.0  16.1 999.0 99.0 99.00
2013 09 27 18 50 199 12.1 14.7  1.53  4.00  4.42 206 1019.1  13.7  16.1 999.0 99.0 99.00
2013 09 27 19 50 194 12.5 14.3  1.58  4.55  4.30 193 1018.6  13.6  16.1 999.0 99.0 99.00
2013 09 27 20 50 196 12.3 15.3  1.91  5.00  4.67 193 1017.9  13.9  16.2 999.0 99.0 99.00
2013 09 27 21 50 193 12.3 15.2  2.02  5.56  4.92 208 1017.2  14.0  16.2 999.0 99.0 99.00
2013 09 27 22 50 192 10.9 13.2  2.17  5.26  5.12 214 1017.1  14.4  16.3 999.0 99.0 99.00
2013 09 27 23 50 177  6.3  8.7  1.99  5.56  5.25 205 1016.7  15.3  16.2 999.0 99.0 99.00
2013 09 28 00 50 231  5.5  6.5  1.76  5.88  5.33 205 1016.4  16.2  16.2 999.0 99.0 99.00
2013 09 28 01 50 225  6.2  7.4  1.64  6.25  5.26 196 1016.0  16.2  16.2 999.0 99.0 99.00
2013 09 28 02 50 225  6.3  7.6  1.63  6.25  5.38 225 1015.7  16.3  16.1 999.0 99.0 99.00
2013 09 28 03 50 227  6.7  8.1  1.80  6.25  5.60 224 1015.3  16.3  16.1 999.0 99.0 99.00
2013 09 28 04 50 221  6.9  8.2  1.63  6.25  5.58 207 1014.8  16.3  16.2 999.0 99.0 99.00
2013 09 28 05 50 222  7.8  9.3  1.93 16.00  6.01 313 1014.2  16.3  16.2 999.0 99.0 99.00
2013 09 28 06 50 220  8.1  9.5  1.76 14.81  5.83 262 1013.6  16.4  16.2 999.0 99.0 99.00
2013 09 28 07 50 213  8.9 11.0  2.00 16.00  6.09 306 1012.8  16.2  16.2 999.0 99.0 99.00
2013 09 28 08 50 213 10.4 12.4  2.31 14.81  6.13 290 1012.1  16.2  16.1 999.0 99.0 99.00
2013 09 28 09 50 208 10.7 13.3  2.39 13.79  6.07 281 1011.2  16.1  16.1 999.0 99.0 99.00
2013 09 28 10 50 205 12.2 14.1  2.44 14.81  6.05 289 1009.8  15.9  16.1 999.0 99.0 99.00
2013 09 28 11 50 211 13.6 15.7  2.50 13.79  5.59 280 1008.7  16.2  16.1 999.0 99.0 99.00
2013 09 28 12 50 209 12.9 16.5  2.76 14.81  5.93 284 1008.3  16.1  16.2 999.0 99.0 99.00
2013 09 28 13 50 205 13.0 16.9  3.13  6.25  5.94 217 1007.5  16.4  16.1 999.0 99.0 99.00
2013 09 28 14 50 205 13.6 16.7  3.02  6.67  5.82 210 1007.0  16.2  16.1 999.0 99.0 99.00
2013 09 28 15 50 203 14.1 16.7  3.41  6.67  6.19 214 1006.3  15.7  15.9 999.0 99.0 99.00
2013 09 28 16 50 198 15.3 18.7  3.85  7.14  6.35 226 1005.7  15.4  15.9 999.0 99.0 99.00
2013 09 28 17 50 194 16.1 20.7  3.93  7.69  6.52 202 1005.1  15.9  15.9 999.0 99.0 99.00
2013 09 28 18 50 191 15.7 19.1  4.30  7.69  6.86 208 1004.4  15.5  15.8 999.0 99.0 99.00
2013 09 28 19 50 190 16.4 21.0  4.57  8.33  7.02 203 1003.5  15.3  15.6 999.0 99.0 99.00
2013 09 28 20 50 193 17.8 22.2  5.21  9.09  7.34 203 1002.5  15.3  15.5 999.0 99.0 99.00
2013 09 28 21 50 193 16.8 20.8  6.14  9.09  7.72 196 1001.7  15.6  15.5 999.0 99.0 99.00
2013 09 28 22 50 206 16.1 20.4 99.00 99.00 99.00 999 1001.4  16.0  15.4 999.0 99.0 99.00
2013 09 28 23 50 286  9.8 12.6  6.22 10.00  7.97 196 1002.5  13.2  15.2 999.0 99.0 99.00
2013 09 29 00 50 248  8.9 10.8  5.82  9.09  8.12 185 1002.5  13.5  15.1 999.0 99.0 99.00
2013 09 29 01 50 229  9.7 12.2  5.99  9.09  8.22 216 1001.8  13.6  15.1 999.0 99.0 99.00
2013 09 29 02 50 222 11.6 14.4  5.05 10.00  7.85 200 1002.3  13.8  15.0 999.0 99.0 99.00
2013 09 29 03 50 227 12.1 14.6  5.21 10.00  8.17 221 1002.7  14.5  15.0 999.0 99.0 99.00
2013 09 29 04 50 219 11.7 14.2  5.47 10.00  8.16 229 1003.0  15.0  15.0 999.0 99.0 99.00
2013 09 29 05 50 231 11.3 13.8  5.16 10.00  8.19 242 1003.2  15.7  14.9 999.0 99.0 99.00
2013 09 29 06 50 220 10.5 12.4  4.78 10.00  8.05 229 1003.8  15.6  15.0 999.0 99.0 99.00
2013 09 29 07 50 221 10.3 13.1  5.60 10.00  8.52 225 1004.0  15.9  15.0 999.0 99.0 99.00
2013 09 29 08 50 216 11.9 14.3  5.06 10.81  8.38 279 1004.3  15.5  14.9 999.0 99.0 99.00
2013 09 29 09 50 221 11.6 13.8  4.98 12.12  8.14 287 1004.6  15.6  14.9 999.0 99.0 99.00
2013 09 29 10 50 218 10.7 14.4  4.80  9.09  8.19 243 1004.5  15.7  14.9 999.0 99.0 99.00
2013 09 29 11 50 214 10.7 13.5  5.07 12.90  8.41 283 1004.2  15.7  14.9 999.0 99.0 99.00
2013 09 29 12 50 221 12.9 15.7  5.01 12.12  8.07 282 1003.8  15.8  14.9 999.0 99.0 99.00
2013 09 29 13 50 212 11.5 13.8  4.93 13.79  8.37 282 1004.0  14.6  14.8 999.0 99.0 99.00
2013 09 29 14 50 229 13.5 17.0  5.05 13.79  8.29 289 1004.0  14.7  14.8 999.0 99.0 99.00
2013 09 29 15 50 253 13.3 18.2  5.24 11.43  8.31 278 1004.5  13.2  14.8 999.0 99.0 99.00
