YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2013 09 10 06 50 360  8.7 10.0  1.94  6.25  5.25 334 1014.0  15.7  14.3 999.0 99.0 99.00
2013 09 10 07 50 357  9.2 10.6  1.87  5.88  5.31 346 1013.7  15.6  14.1 999.0 99.0 99.00
2013 09 10 08 50 357  8.8 10.3  1.74  5.88  5.14 346 1013.4  15.5  14.1 999.0 99.0 99.00
2013 09 10 09 50 357  8.8 10.2  1.77  6.25  5.18 338 1013.2  15.7  14.3 999.0 99.0 99.00
2013 09 10 10 50   3  8.6 10.2  1.71  5.88  5.14 342 1012.8  15.7  14.3 999.0 99.0 99.00
2013 09 10 11 50   2  8.8 10.6  1.79  5.88  5.01 340 1012.4  15.5  14.3 999.0 99.0 99.00
2013 09 10 12 50   7  9.0 11.0  1.77  6.25  5.20 332 1012.5  15.3  14.2 999.0 99.0 99.00
2013 09 10 13 50   1 10.0 12.1  1.86  6.25  5.02 340 1012.4  14.9  14.1 999.0 99.0 99.00
2013 09 10 14 50  13  7.9  9.8  1.85  5.26  5.07 353 1012.7  14.7  14.0 999.0 99.0 99.00
2013 09 10 15 50  11  8.8 10.4  1.94  5.88  5.28 342 1012.5  14.5  14.1 999.0 99.0 99.00
2013 09 10 16 50  12  8.1  9.5  1.94  6.25  5.30 336 1012.5  14.4  14.5 999.0 99.0 99.00
2013 09 10 17 50   6  7.9  8.9  1.79  5.88  5.21 348 1012.2  14.6  14.7 999.0 99.0 99.00
2013 09 10 18 50   4  7.9  9.3  1.76  6.25  5.22 342 1011.8  14.8  14.8 999.0 99.0 99.00
2013 09 10 19 50   4  8.0  9.5  1.75  6.25  5.25 348 1011.1  15.0  15.0 999.0 99.0 99.00
2013 09 10 20 50   9  6.9  8.3  1.59  6.25  5.16 329 1010.9  15.0  14.9 999.0 99.0 99.00
2013 09 10 21 50 359  7.2  8.6  1.74  6.25  5.40 342 1010.1  15.2  14.5 999.0 99.0 99.00
2013 09 10 22 50 358  7.8  9.2  1.52  9.09  5.25 314 1009.6  15.5  14.5 999.0 99.0 99.00
2013 09 10 23 50 351  6.2  7.3  1.50  5.88  5.39 345 1008.9  15.8  14.6 999.0 99.0 99.00
2013 09 11 00 50 349  6.0  6.7  1.48  9.09  5.40 327 1008.5  16.4  14.8 999.0 99.0 99.00
2013 09 11 01 50 350  6.3  7.1  1.41  6.25  5.39 343 1008.3  16.4  14.4 999.0 99.0 99.00
2013 09 11 02 50 350  5.9  6.7  1.36  6.25  5.20 323 1008.2  16.1  14.0 999.0 99.0 99.00
2013 09 11 03 50 350  5.5  6.6  1.37  5.88  5.40 336 1008.5  16.1  13.6 999.0 99.0 99.00
2013 09 11 04 50 342  5.0  5.5  1.28  8.33  5.34 310 1008.5  16.1  13.8 999.0 99.0 99.00
2013 09 11 05 50 345  3.9  4.3  1.36  5.88  5.45 333 1008.4  16.0  14.0 999.0 99.0 99.00
2013 09 11 06 50 312  1.0  1.4  1.35  5.56  5.15 330 1008.9  15.9  13.8 999.0 99.0 99.00
2013 09 11 07 50 182  5.3  6.7  1.49  5.88  5.65 333 1009.4  13.8  13.5 999.0 99.0 99.00
2013 09 11 08 50 178  7.0  8.8  1.39  6.25  5.69 329 1009.7  14.6  13.4 999.0 99.0 99.00
2013 09 11 09 50 177  8.1  9.8  1.30  6.25  4.92 324 1010.1  14.0  13.7 999.0 99.0 99.00
2013 09 11 10 50 178  8.5  9.7  1.49  4.76  5.14 142 1010.5  13.8  13.7 999.0 99.0 99.00
2013 09 11 11 50 178  8.2  9.5  1.44  4.55  5.09 160 1010.7  13.8  13.6 999.0 99.0 99.00
2013 09 11 12 50 177  7.2  8.3  1.44  8.33  5.07 293 1011.3  13.8  13.9 999.0 99.0 99.00
2013 09 11 13 50 184  7.6  9.0  1.31  8.33  5.01 312 1012.2  14.0  14.2 999.0 99.0 99.00
2013 09 11 14 50 196  7.9 10.0  1.36  4.76  4.95 186 1012.7  14.2  14.3 999.0 99.0 99.00
2013 09 11 17 50 151  0.9  2.9 99.00 99.00 99.00 999 1013.9  14.5  15.1 999.0 99.0 99.00
2013 09 11 18 50 185  4.7  6.3 99.00 99.00 99.00 999 1014.5  14.6  14.1 999.0 99.0 99.00
2013 09 11 19 50 172  4.8  5.9  1.13  4.76  5.26 181 1014.7  14.4  14.4 999.0 99.0 99.00
2013 09 11 20 50 183  4.7  6.4  1.26 16.00  5.63 267 1014.8  14.8  15.0 999.0 99.0 99.00
2013 09 11 21 50 177  4.7  5.5  1.31 16.00  6.27 270 1014.7  14.8  15.0 999.0 99.0 99.00
2013 09 11 22 50 173  5.3  6.3  1.34 14.81  6.17 277 1014.7  14.6  15.0 999.0 99.0 99.00
2013 09 11 23 50 175  5.0  5.8  1.47 16.00  6.64 304 1014.8  14.7  15.2 999.0 99.0 99.00
2013 09 12 00 50 176  4.6  5.6  1.56 16.00  6.97 295 1014.9  14.8  16.1 999.0 99.0 99.00
2013 09 12 01 50 181  4.9  6.2  1.39 14.81  6.57 253 1014.7  15.1  16.1 999.0 99.0 99.00
2013 09 12 02 50 180  4.3  5.0  1.73 14.81  7.67 263 1014.9  15.1  16.0 999.0 99.0 99.00
2013 09 12 03 50 162  5.3  6.3  1.60 14.81  7.17 276 1015.5  14.7  16.0 999.0 99.0 99.00
2013 09 12 04 50 168  6.0  7.4  1.75 14.81  7.84 280 1015.6  14.7  15.7 999.0 99.0 99.00
2013 09 12 05 50 168  4.7  5.7  1.86 14.81  7.67 287 1015.9  14.7  15.2 999.0 99.0 99.00
2013 09 12 06 50 172  4.4  5.4  1.76 14.81  7.92 281 1016.2  14.6  15.2 999.0 99.0 99.00
2013 09 12 07 50 164  3.6  4.5  1.60 13.79  7.74 291 1016.3  14.5  15.3 999.0 99.0 99.00
2013 09 12 08 50 158  3.1  4.3  1.72 13.79  8.21 279 1016.2  14.6  15.6 999.0 99.0 99.00
2013 09 12 09 50 155  3.1  4.2  1.81 13.79  8.80 290 1016.2  14.9  16.3 999.0 99.0 99.00
2013 09 12 10 50 169  4.0  5.2  1.88 13.79  9.04 286 1016.0  14.8  16.3 999.0 99.0 99.00
2013 09 12 11 50 176  4.2  5.2  1.86 13.79  8.88 285 1015.8  14.9  16.2 999.0 99.0 99.00
2013 09 12 12 50 165  4.6  5.6  1.98 13.79  9.16 279 1015.8  14.9  16.1 999.0 99.0 99.00
2013 09 12 13 50 164  4.0  4.8  2.03 12.90  9.34 287 1015.9  15.0  16.1 999.0 99.0 99.00
2013 09 12 14 50 175  3.2  4.2  2.04 13.79  9.71 285 1016.2  14.7  16.0 999.0 99.0 99.00
2013 09 12 15 50 163  4.6  5.7  1.91 13.79  9.59 282 1016.2  15.0  15.8 999.0 99.0 99.00
2013 09 12 16 50 160  3.5  4.3  1.89 13.79  9.70 290 1016.4  14.7  15.8 999.0 99.0 99.00
2013 09 12 17 50 175  2.1  3.0  1.69 12.12  9.04 283 1016.5  14.7  16.0 999.0 99.0 99.00
2013 09 12 18 50 160  2.5  3.5  1.60 10.81  9.22 291 1016.6  14.9  16.2 999.0 99.0 99.00
2013 09 12 19 50 161  2.0  2.5  1.58 12.90  9.23 293 1016.6  14.6  16.0 999.0 99.0 99.00
2013 09 12 20 50 153  2.1  2.9  1.40 10.81  8.71 282 1016.6  14.6  16.0 999.0 99.0 99.00
2013 09 12 21 50 175  2.0  2.5  1.32 12.90  8.94 295 1016.3  14.8  16.0 999.0 99.0 99.00
2013 09 12 22 50 181  2.3  2.8  1.59 13.79  9.79 284 1016.2  15.1  16.7 999.0 99.0 99.00
2013 09 12 23 50 155  1.9  2.4  1.47 12.90  9.25 281 1015.8  15.3  16.8 999.0 99.0 99.00
2013 09 13 00 50 170  1.6  2.0  1.62 12.90  9.83 280 1015.7  15.5  16.9 999.0 99.0 99.00
2013 09 13 01 50 156  1.5  2.4  1.49 12.90  9.62 291 1015.5  15.5  16.9 999.0 99.0 99.00
2013 09 13 02 50 148  1.9  2.7  1.66 12.90  9.47 286 1015.6  15.5  16.7 999.0 99.0 99.00
2013 09 13 03 50 166  2.3  2.7  1.40 12.90  9.30 283 1015.7  15.3  16.4 999.0 99.0 99.00
2013 09 13 04 50 131  2.7  3.5  1.29 12.12  9.04 278 1016.1  15.0  15.8 999.0 99.0 99.00
2013 09 13 05 50 145  2.6  3.1  1.37 12.12  9.21 296 1015.9  14.9  15.9 999.0 99.0 99.00
2013 09 13 06 50 179  2.2  2.9  1.33 12.12  9.21 289 1016.3  15.1  15.8 999.0 99.0 99.00
2013 09 13 07 50 117  1.6  2.5  1.21 11.43  8.78 292 1016.3  15.2  15.5 999.0 99.0 99.00
2013 09 13 08 50 126  3.3  3.9  1.41 11.43  9.41 288 1016.2  14.8  15.6 999.0 99.0 99.00
2013 09 13 09 50 136  3.3  3.9  1.18 11.43  9.43 289 1015.9  14.5  15.4 999.0 99.0 99.00
2013 09 13 10 50 135  3.4  4.1  1.24 10.81  9.36 294 1015.8  14.4  15.5 999.0 99.0 99.00
2013 09 13 11 50 151  2.8  3.4  1.21 10.81  9.47 283 1015.6  14.5  15.4 999.0 99.0 99.00
2013 09 13 12 50 161  2.7  3.3  1.17 11.43  9.44 280 1015.3  14.7  15.5 999.0 99.0 99.00
2013 09 13 13 50 200  2.0  2.4  1.30 10.81  9.57 280 1015.4  15.0  15.5 999.0 99.0 99.00
2013 09 13 14 50 192  2.0  2.4  1.25 10.00  9.28 305 1015.4  15.2  15.5 999.0 99.0 99.00
2013 09 13 15 50 199  1.4  1.8  1.25 10.81  9.22 288 1015.3  15.4  15.4 999.0 99.0 99.00
2013 09 13 16 50 242  1.2  1.9  1.31 12.12  9.14 256 1015.4  15.4  15.4 999.0 99.0 99.00
2013 09 13 17 50 258  1.3  1.7  1.22 12.12  9.09 292 1015.3  15.5  15.3 999.0 99.0 99.00
2013 09 13 18 50 247  0.4  1.1  1.30 12.12  9.03 269 1015.1  15.8  15.2 999.0 99.0 99.00
2013 09 13 19 50  90  0.6  1.2  1.17  9.09  8.40 272 1014.9  15.9  15.1 999.0 99.0 99.00
2013 09 13 20 50 303  0.7  1.1  1.20  9.09  8.46 283 1014.7  16.0  14.9 999.0 99.0 99.00
2013 09 13 21 50   8  0.4  0.7  1.09  9.09  8.11 301 1014.3  16.2  15.3 999.0 99.0 99.00
2013 09 13 22 50  42  1.2  1.7  1.15 11.43  8.44 296 1013.8  16.4  15.4 999.0 99.0 99.00
2013 09 13 23 50  29  1.9  2.3  1.12 11.43  8.43 310 1013.3  16.2  15.0 999.0 99.0 99.00
2013 09 14 00 50  19  2.4  2.8  1.02 11.43  8.12 285 1012.8  16.3  15.1 999.0 99.0 99.00
2013 09 14 01 50  11  2.0  2.3  1.14 10.81  8.24 282 1012.4  16.4  14.9 999.0 99.0 99.00
2013 09 14 02 50  28  3.0  3.5  1.05 10.81  8.07 280 1012.2  16.2  14.9 999.0 99.0 99.00
2013 09 14 03 50  19  3.1  3.7  1.03 10.81  8.13 269 1012.4  16.2  14.7 999.0 99.0 99.00
2013 09 14 04 50  28  4.9  5.8  1.16 10.81  7.86 285 1012.4  16.5  14.6 999.0 99.0 99.00
2013 09 14 05 50  12  4.5  5.8  1.11 10.00  6.63 287 1012.4  16.6  15.0 999.0 99.0 99.00
2013 09 14 06 50  16  4.9  5.6  1.12 10.00  6.57 282 1012.4  16.5  15.7 999.0 99.0 99.00
2013 09 14 07 50   4  4.3  5.7  1.13 10.00  6.60 308 1012.2  16.6  15.5 999.0 99.0 99.00
2013 09 14 08 50  11  4.9  6.0  1.23 10.00  6.75 284 1012.0  16.5  15.7 999.0 99.0 99.00
2013 09 14 09 50   6  4.9  6.1  1.15 10.00  6.52 274 1011.9  16.5  15.6 999.0 99.0 99.00
2013 09 14 10 50   8  4.9  5.7  1.34  9.09  6.82 279 1011.5  16.3  15.4 999.0 99.0 99.00
2013 09 14 11 50  26  4.7  5.8  1.15 10.00  6.15 284 1011.2  16.1  14.9 999.0 99.0 99.00
2013 09 14 12 50  36  4.6  5.2 99.00 99.00 99.00 999 1011.0  15.6  14.3 999.0 99.0 99.00
2013 09 14 13 50  44  3.5  4.2  1.17  9.09  6.35 298 1011.1  15.4  13.9 999.0 99.0 99.00
2013 09 14 14 50  26  4.6  5.6  1.20  9.09  6.20 260 1011.0  15.7  13.7 999.0 99.0 99.00
2013 09 14 15 50  29  3.9  4.9  1.11  9.09  6.10 290 1011.0  15.6  13.5 999.0 99.0 99.00
2013 09 14 16 50  51  3.4  4.0  1.07  9.09  6.43 274 1010.9  15.3  13.5 999.0 99.0 99.00
2013 09 14 17 50  28  4.3  5.2  1.15  9.09  6.62 277 1010.8  15.8  13.6 999.0 99.0 99.00
2013 09 14 18 50  45  4.3  5.2  1.01  9.09  6.45 282 1010.5  15.4  13.7 999.0 99.0 99.00
2013 09 14 19 50  50  3.6  4.1  0.98  8.33  6.78 284 1010.3  15.3  13.8 999.0 99.0 99.00
2013 09 14 20 50  27  4.0  4.7  0.98 10.00  6.72 287 1010.0  15.9  13.9 999.0 99.0 99.00
2013 09 14 21 50  21  4.5  5.1  1.00  8.33  6.53 273 1009.7  16.0  14.1 999.0 99.0 99.00
2013 09 14 22 50  22  3.2  4.1  1.00  9.09  6.82 282 1009.4  15.9  14.0 999.0 99.0 99.00
2013 09 14 23 50 359  2.8  3.2  1.03 10.00  6.96 282 1009.1  16.0  14.0 999.0 99.0 99.00
2013 09 15 00 50 360  3.9  5.3  1.00 10.00  7.14 276 1008.8  16.4  14.1 999.0 99.0 99.00
2013 09 15 01 50  18  3.6  4.2  1.01  9.09  6.79 283 1008.6  16.1  14.1 999.0 99.0 99.00
2013 09 15 02 50  10  2.9  3.7  1.03 10.00  6.66 288 1008.7  16.1  14.0 999.0 99.0 99.00
2013 09 15 03 50 358  2.9  4.0  1.17  9.09  6.88 279 1008.9  16.3  14.0 999.0 99.0 99.00
2013 09 15 04 50  15  1.6  2.2  1.09  9.09  7.04 289 1009.1  16.4  14.1 999.0 99.0 99.00
2013 09 15 05 50 350  1.7  2.6  1.17  9.09  7.26 286 1009.1  16.3  14.1 999.0 99.0 99.00
2013 09 15 06 50 316  0.4  0.9  1.15  8.33  7.37 299 1009.3  16.3  14.1 999.0 99.0 99.00
2013 09 15 07 50 220  2.6  2.9  1.16  9.09  7.49 291 1008.9  15.0  14.0 999.0 99.0 99.00
2013 09 15 08 50 221  2.4  2.8  1.15  9.09  7.37 291 1008.7  15.0  15.4 999.0 99.0 99.00
2013 09 15 09 50 223  2.3  3.2  0.99 13.79  6.68 277 1008.5  15.3  15.9 999.0 99.0 99.00
2013 09 15 10 50 210  0.9  1.5  1.07 13.79  6.99 197 1008.6  15.4  16.0 999.0 99.0 99.00
2013 09 15 11 50 178  0.6  1.2  1.00 13.79  6.76 260 1008.6  15.4  15.9 999.0 99.0 99.00
2013 09 15 12 50 140  0.7  1.2  1.10 12.90  7.77 250 1008.2  15.3  15.7 999.0 99.0 99.00
2013 09 15 13 50 221  1.5  1.9  1.08 12.90  7.95 252 1008.4  15.4  15.3 999.0 99.0 99.00
2013 09 15 14 50 235  2.8  3.5  1.07 16.00  7.95 201 1008.7  15.2  15.5 999.0 99.0 99.00
2013 09 15 15 50 249  2.3  3.0  1.08 13.79  8.05 199 1008.7  15.3  15.3 999.0 99.0 99.00
2013 09 15 16 50 351  0.4  0.8  1.24 12.12  8.34 260 1009.1  15.5  15.3 999.0 99.0 99.00
2013 09 15 17 50 179  1.9  2.5  1.28 16.00  8.65 309 1009.5  15.2  15.3 999.0 99.0 99.00
2013 09 15 18 50 177  2.2  2.8  1.28 12.12  8.70 283 1010.0  15.3  15.3 999.0 99.0 99.00
2013 09 15 19 50 212  1.9  2.3  1.24 12.12  8.12 268 1010.2  15.3  15.3 999.0 99.0 99.00
2013 09 15 20 50 176  1.9  2.4  1.22 12.12  7.55 266 1010.6  15.3  16.1 999.0 99.0 99.00
2013 09 15 21 50 226  3.9  4.8  1.34 11.43  8.17 267 1010.9  15.2  15.8 999.0 99.0 99.00
2013 09 15 22 50 203  3.7  4.8  1.54 13.79  7.10 226 1011.4  15.0  15.7 999.0 99.0 99.00
2013 09 15 23 50 197  3.7  4.6  1.60 13.79  7.65 199 1011.5  15.0  15.6 999.0 99.0 99.00
2013 09 16 00 50 193  3.2  4.0  1.56 11.43  7.53 284 1011.5  14.9  15.6 999.0 99.0 99.00
2013 09 16 01 50 176  2.2  3.0  1.41 13.79  8.04 225 1011.5  15.1  15.5 999.0 99.0 99.00
2013 09 16 02 50 196  4.9  5.8  1.59 12.90  9.05 255 1011.4  15.7  15.5 999.0 99.0 99.00
2013 09 16 03 50 199  5.1  6.1  1.71 12.12  8.83 274 1012.0  15.6  15.2 999.0 99.0 99.00
2013 09 16 04 50 193  5.7  6.8  1.60 13.79  8.21 270 1012.3  15.4  15.1 999.0 99.0 99.00
2013 09 16 05 50 185  5.7  6.6  1.69 10.81  8.21 295 1012.3  15.4  15.6 999.0 99.0 99.00
2013 09 16 06 50 195  5.6  6.7  1.87 12.90  8.21 288 1012.7  15.5  15.7 999.0 99.0 99.00
2013 09 16 07 50 189  5.8  6.7  2.01 12.90  8.25 274 1013.0  15.1  15.5 999.0 99.0 99.00
2013 09 16 08 50 196  5.6  6.6  1.90 12.12  7.65 262 1013.3  15.5  15.3 999.0 99.0 99.00
2013 09 16 09 50 196  4.7  5.7  1.92 12.12  7.79 282 1013.8  15.3  15.3 999.0 99.0 99.00
2013 09 16 10 50 198  4.9  5.8  1.76 12.90  7.54 279 1013.9  15.3  15.4 999.0 99.0 99.00
2013 09 16 11 50 192  5.0  6.0  1.73 12.12  7.43 293 1014.1  15.4  15.4 999.0 99.0 99.00
2013 09 16 12 50 200  4.1  4.7  1.70 12.12  7.61 270 1014.2  15.4  15.3 999.0 99.0 99.00
2013 09 16 13 50 193  4.1  4.8  1.90 12.12  8.67 277 1014.1  15.4  15.4 999.0 99.0 99.00
2013 09 16 14 50 181  4.1  4.8  1.63 12.12  8.49 274 1014.7  15.3  15.3 999.0 99.0 99.00
2013 09 16 15 50 180  4.1  4.8  1.67 12.12  8.45 291 1015.0  15.3  15.3 999.0 99.0 99.00
2013 09 16 16 50 182  4.6  5.4  1.65 13.79  8.59 243 1015.2  15.4  15.1 999.0 99.0 99.00
2013 09 16 17 50 191  4.0  4.7  1.73 12.90  9.06 279 1015.5  15.4  15.5 999.0 99.0 99.00
2013 09 16 18 50 181  4.7  6.3  1.82 12.90  8.71 283 1015.9  15.3  15.6 999.0 99.0 99.00
2013 09 16 19 50 187  3.4  4.3  1.76 13.79  8.76 271 1016.1  15.6  15.7 999.0 99.0 99.00
2013 09 16 20 50 191  3.1  3.8  1.70 12.12  8.34 283 1016.1  15.8  16.1 999.0 99.0 99.00
2013 09 16 21 50 176  1.6  2.2  1.77 12.90  8.56 258 1015.9  15.8  16.0 999.0 99.0 99.00
2013 09 16 22 50 189  1.1  1.5  1.72 11.43  8.46 282 1015.6  16.1  16.1 999.0 99.0 99.00
2013 09 16 23 50 262  1.4  2.0  1.53 12.12  8.12 294 1015.1  16.5  16.2 999.0 99.0 99.00
2013 09 17 00 50 274  0.5  0.9  1.54 11.43  8.01 292 1014.7  16.2  16.1 999.0 99.0 99.00
2013 09 17 01 50 350  3.6  4.3  1.69 10.81  8.07 291 1014.5  16.3  16.0 999.0 99.0 99.00
2013 09 17 02 50  26  2.5  3.1  1.59 12.12  8.24 289 1014.2  15.9  15.9 999.0 99.0 99.00
2013 09 17 03 50 352  1.9  2.2  1.49 10.81  8.22 284 1014.3  15.9  15.8 999.0 99.0 99.00
2013 09 17 04 50 339  2.4  2.9  1.42 10.00  8.15 289 1014.0  16.1  15.6 999.0 99.0 99.00
2013 09 17 05 50   4  4.2  4.9  1.37 11.43  8.06 294 1013.7  16.4  15.8 999.0 99.0 99.00
2013 09 17 06 50 360  5.3  6.1  1.44 11.43  7.66 281 1013.6  16.4  15.8 999.0 99.0 99.00
2013 09 17 07 50  10  6.3  7.3  1.50 11.43  7.10 269 1013.3  16.4  15.7 999.0 99.0 99.00
2013 09 17 08 50   4  5.9  6.8  1.64 11.43  6.91 298 1013.2  16.4  15.5 999.0 99.0 99.00
2013 09 17 09 50   9  4.9  5.8  1.57 12.12  6.48 287 1013.0  16.3  15.7 999.0 99.0 99.00
2013 09 17 10 50  11  5.8  7.1  1.82 10.00  6.70 291 1013.3  16.2  15.7 999.0 99.0 99.00
2013 09 17 11 50  16  5.6  6.6  1.84 12.12  6.47 286 1013.0  15.9  15.6 999.0 99.0 99.00
2013 09 17 12 50   5  4.2  4.9  1.74 12.12  6.58 293 1013.2  15.9  15.4 999.0 99.0 99.00
2013 09 17 13 50 356  4.3  5.1  1.69 12.12  6.64 269 1013.1  15.8  15.3 999.0 99.0 99.00
2013 09 17 14 50 348  4.0  4.7  1.91 10.81  7.07 276 1013.2  15.8  15.3 999.0 99.0 99.00
2013 09 17 15 50 357  3.8  4.5  1.82 11.43  7.04 302 1012.9  15.7  15.3 999.0 99.0 99.00
2013 09 17 16 50 348  2.0  2.4  1.67 11.43  6.79 292 1013.4  15.6  15.3 999.0 99.0 99.00
2013 09 17 17 50 330  0.8  1.2  1.80 11.43  7.00 309 1013.7  15.6  15.3 999.0 99.0 99.00
2013 09 17 18 50 273  1.5  2.0  1.56 10.81  6.57 294 1013.9  15.9  15.6 999.0 99.0 99.00
2013 09 17 19 50 309  2.4  3.3  1.60 11.43  6.68 290 1014.3  16.2  15.7 999.0 99.0 99.00
2013 09 17 20 50 280  2.4  3.6  1.59 10.81  6.78 291 1014.6  16.4  16.0 999.0 99.0 99.00
2013 09 17 21 50 275  3.5  4.1 99.00 99.00 99.00 999 1015.0  15.0  15.9 999.0 99.0 99.00
2013 09 17 22 50 244  2.2  2.7  1.57 10.81  7.18 285 1015.3  16.2  16.1 999.0 99.0 99.00
2013 09 17 23 50 302  2.7  3.4  1.54 10.00  7.18 293 1015.6  16.4  16.1 999.0 99.0 99.00
2013 09 18 00 50 291  3.3  4.3  1.66 10.00  7.33 292 1015.8  16.6  16.0 999.0 99.0 99.00
2013 09 18 01 50 180  0.1  0.5  1.82 10.00  7.47 291 1016.0  15.8  15.9 999.0 99.0 99.00
2013 09 18 02 50 322  1.5  2.4  1.73 10.81  7.65 299 1016.1  16.0  15.7 999.0 99.0 99.00
2013 09 18 03 50 278  2.1  2.6  1.99 10.81  7.82 291 1016.8  15.8  15.5 999.0 99.0 99.00
2013 09 18 04 50 290  1.3  1.9  2.03 10.81  8.04 299 1017.1  16.1  15.4 999.0 99.0 99.00
2013 09 18 05 50 266  2.9  3.7  2.01 11.43  8.09 295 1017.2  16.1  15.4 999.0 99.0 99.00
2013 09 18 06 50 299  2.8  3.9  2.02  9.09  7.78 300 1017.4  16.0  15.4 999.0 99.0 99.00
2013 09 18 07 50 316  2.0  2.5  2.27 10.81  7.95 279 1017.7  15.7  15.2 999.0 99.0 99.00
2013 09 18 08 50 285  2.4  3.0  2.19 10.81  7.81 285 1018.1  15.6  15.0 999.0 99.0 99.00
2013 09 18 09 50 340  4.1  5.3  1.97 10.81  7.64 304 1018.3  15.4  14.8 999.0 99.0 99.00
2013 09 18 10 50 309  4.3  5.8  2.05 10.81  7.47 297 1018.4  15.6  15.0 999.0 99.0 99.00
2013 09 18 11 50 311  1.8  2.5  2.02 10.81  7.27 303 1018.6  15.7  15.1 999.0 99.0 99.00
2013 09 18 12 50 254  1.2  1.8  1.93 10.81  7.45 293 1018.6  15.3  15.1 999.0 99.0 99.00
2013 09 18 13 50 197  0.6  1.0  2.09 10.81  7.69 310 1018.7  15.6  14.8 999.0 99.0 99.00
2013 09 18 14 50 211  0.4  0.9  1.92 10.81  7.34 296 1019.1  15.5  14.9 999.0 99.0 99.00
2013 09 18 15 50 181  2.3  2.9  1.85 10.81  7.48 295 1019.1  15.4  15.0 999.0 99.0 99.00
2013 09 18 16 50 170  2.0  3.1  1.79 10.81  7.08 297 1019.5  15.5  15.2 999.0 99.0 99.00
2013 09 18 17 50 188  3.7  4.6  1.78 10.81  7.31 293 1019.6  15.3  15.2 999.0 99.0 99.00
2013 09 18 18 50 206  3.0  3.7  1.79 10.81  7.47 301 1019.4  14.2  15.4 999.0 99.0 99.00
2013 09 18 19 50 219  2.0  2.6  2.12 10.81  8.20 297 1019.3  15.3  15.5 999.0 99.0 99.00
2013 09 18 20 50 282  1.0  1.8  2.14 10.81  7.98 301 1019.0  15.7  16.0 999.0 99.0 99.00
2013 09 18 21 50 328  1.6  2.3  2.18 10.81  8.18 303 1018.5  15.9  16.2 999.0 99.0 99.00
2013 09 18 22 50 328  2.6  3.4  2.15 10.00  7.94 306 1018.4  16.0  15.9 999.0 99.0 99.00
2013 09 18 23 50 337  2.2  2.8  1.94 10.81  7.90 301 1018.2  16.1  15.7 999.0 99.0 99.00
2013 09 19 00 50   7  2.3  3.0  2.04 10.81  7.81 299 1017.6  16.3  15.6 999.0 99.0 99.00
2013 09 19 01 50  22  3.2  3.9  2.28 10.81  8.34 311 1017.3  16.1  15.6 999.0 99.0 99.00
2013 09 19 02 50  17  3.3  3.9  2.21  9.09  8.02 303 1017.4  15.9  15.1 999.0 99.0 99.00
2013 09 19 03 50  28  3.8  4.4  2.17 10.00  7.99 303 1017.4  15.9  15.0 999.0 99.0 99.00
2013 09 19 04 50  37  3.5  4.0  2.06 10.00  7.73 309 1016.9  15.7  15.1 999.0 99.0 99.00
2013 09 19 05 50  33  3.8  4.3  1.87 10.00  7.52 304 1016.3  15.6  15.2 999.0 99.0 99.00
2013 09 19 06 50  51  2.8  3.4  1.82 10.00  7.67 307 1016.0  15.3  15.1 999.0 99.0 99.00
2013 09 19 07 50  54  2.8  3.4  1.97 10.00  7.89 307 1015.4  15.2  15.1 999.0 99.0 99.00
2013 09 19 08 50  52  1.7  2.2  1.51 10.81  7.46 315 1015.2  14.9  15.1 999.0 99.0 99.00
2013 09 19 09 50  66  3.0  3.5  1.72 10.00  7.78 308 1014.6  14.9  15.0 999.0 99.0 99.00
2013 09 19 10 50  88  3.1  4.0  1.67 10.81  7.92 323 1014.1  15.4  15.1 999.0 99.0 99.00
2013 09 19 11 50  87  5.1  6.1  1.61 10.00  8.02 315 1013.7  15.3  15.2 999.0 99.0 99.00
2013 09 19 12 50  97  4.1  5.0  1.41 10.81  7.90 320 1013.4  15.0  15.1 999.0 99.0 99.00
2013 09 19 13 50  99  4.0  4.8  1.41 10.81  7.78 309 1013.3  15.0  15.1 999.0 99.0 99.00
2013 09 19 14 50 109  3.4  4.1  1.39 10.00  7.93 310 1013.1  15.1  15.1 999.0 99.0 99.00
2013 09 19 15 50 134  2.2  2.9  1.30 10.00  7.78 314 1013.0  15.3  15.0 999.0 99.0 99.00
2013 09 19 16 50 135  3.0  3.7  1.14  9.09  7.45 321 1013.0  15.1  15.0 999.0 99.0 99.00
2013 09 19 17 50 146  2.8  3.5  1.19 10.00  7.65 310 1012.7  15.1  15.0 999.0 99.0 99.00
2013 09 19 18 50 158  2.4  3.0  0.99 10.00  6.93 308 1012.6  15.2  15.1 999.0 99.0 99.00
2013 09 19 19 50 191  2.8  3.4  0.95 10.00  6.94 292 1012.3  15.5  15.5 999.0 99.0 99.00
2013 09 19 20 50 199  4.5  5.5  0.87  7.69  7.08 299 1012.1  15.8  15.5 999.0 99.0 99.00
2013 09 19 21 50 212  4.3  5.2  0.81 10.00  6.42 319 1011.8  15.6  15.5 999.0 99.0 99.00
2013 09 19 22 50 209  3.7  4.3  0.78  9.09  5.93 297 1011.5  15.7  15.5 999.0 99.0 99.00
