AQC00914000        2275P
USC00022807         298P
USC00023009         844P
USC00023027         306P
USC00023150         419S
USC00023160         755P
USC00023190         372S
USC00023393         267S
USC00023448         595C
USC00023505         525P
USC00023596         685S
USC00023668         544P
USC00023683         879S
USC00024053         466P
USC00024089         458S
USC00024182         406S
USC00024391         652P
USC00024453         620S
USC00024590         415P
USC00024675         596S
USC00024702         294S
USC00024761         176P
USC00024829         283S
USC00024849         414P
USC00024977         339P
USC00025129         201P
USC00025270         340S
USC00025412         974S
USC00025418         439S
USC00025467         356S
USC00025512         553S
USC00025635         512S
USC00025665         161P
USC00025700         425P
USC00025780         790P
USC00025908         566P
USC00025924         650S
USC00026037         587S
USC00026119         684S
USC00026132         372S
USC00026180         476S
USC00026190         589S
USC00026250         176S
USC00026282         593S
USC00026328         374P
USC00026353         585P
USC00026468         660S
USC00026471         589S
USC00026513         381P
USC00026597         941P
USC00026601         910S
USC00026616         529S
USC00026653         651S
USC00026716         747S
USC00026796         643S
USC00026840         462S
USC00026865         188P
USC00027036         396S
USC00027281         514S
USC00027334         453S
USC00027370         200P
USC00027390         540S
USC00027435         428S
USC00027462         204P
USC00027480         526P
USC00027488         391S
USC00027530         579S
USC00027560         313P
USC00027593         666P
USC00027619         435S
USC00027622         414P
USC00027708         566S
USC00027716         537S
USC00027855         839S
USC00027880         538S
USC00028012         541S
USC00028018         715P
USC00028112         322P
USC00028162         702C
USC00028214         410S
USC00028329         786S
USC00028348         526P
USC00028349         619P
USC00028396         178S
USC00028468         345S
USC00028499         367S
USC00028516         253P
USC00028598         269S
USC00028619         523S
USC00028641         233P
USC00028650         587S
USC00028792         403P
USC00028795         481S
USC00028796         450S
USC00028800         611P
USC00028815         480S
USC00028817         506S
USC00028865         552P
USC00028904         558S
USC00028998         495P
USC00029114         382S
USC00029156         764S
USC00029158         568S
USC00029166         420S
USC00029271         534P
USC00029287         389S
USC00029309         289S
USC00029334         632S
USC00029359         721S
USC00029376         266P
USC00029410         529P
USC00029542         504S
USC00029562         533S
USC00029634         343C
USC00029645         295S
USC00029652         189P
USC00029656         102P
USC00030006         788C
USC00030064         765S
USC00030130        1072S
USC00030150         919S
USC00030220         849S
USC00030234         791S
USC00030240         925S
USC00030286         908S
USC00030300        1103S
USC00030326         930S
USC00030458        1000S
USC00030460        1001S
USC00030586         890P
USC00030616         928S
USC00030664        1002S
USC00030746         831S
USC00030764         984S
USC00030798        1050C
USC00030806        1012S
USC00030814        1018P
USC00030832         943C
USC00030936         884S
USC00031102         780S
USC00031132         990S
USC00031140         917P
USC00031152         960S
USC00031310        1007P
USC00031442         803P
USC00031455        1089P
USC00031457         990P
USC00031459        1041P
USC00031492         840S
USC00031508         758P
USC00031596         942P
USC00031632         924S
USC00031666         894S
USC00031730         890S
USC00031750        1000S
USC00031829         903S
USC00031834         904S
USC00031900        1035C
USC00031948         895S
USC00031962        1001C
USC00031968         910S
USC00032015         872S
USC00032148         798C
USC00032355         972S
USC00032356        1056P
USC00032366         913S
USC00032444         975P
USC00032475         887P
USC00032540        1046S
USC00032670         903P
USC00032760         906S
USC00032794         868S
USC00032842         979S
USC00032922         888S
USC00032930         991S
USC00032946         968P
USC00032962         950P
USC00032978        1053C
USC00033132        1013P
USC00033242         855S
USC00033428        1028S
USC00033438         942S
USC00033442         874S
USC00033466        1153S
USC00033544         806S
USC00033704         928P
USC00033734         930S
USC00033821        1087S
USC00033862         950S
USC00034010        1039S
USC00034106         971S
USC00034134         901P
USC00034185         920P
USC00034528         831S
USC00034548        1016S
USC00034562         978S
USC00034572         879S
USC00034638        1014S
USC00034666         857P
USC00034746         989S
USC00034756        1119C
USC00034938        1001P
USC00034988        1181S
USC00035018         997P
USC00035036        1042C
USC00035046         932P
USC00035079        1000P
USC00035112        1051S
USC00035160         808S
USC00035177         987P
USC00035186        1053S
USC00035200         941S
USC00035354         937S
USC00035358         942S
USC00035498         905P
USC00035508         929P
USC00035512         917P
USC00035563        1054C
USC00035591         850S
USC00035691         972S
USC00035754         986S
USC00035760         925C
USC00035820         943S
USC00035866         799S
USC00035908         975S
USC00036008         893S
USC00036253         958S
USC00036376         764S
USC00036380         962S
USC00036393         940P
USC00036403         878S
USC00036506         997S
USC00036562         862S
USC00036768         800P
USC00036918         912S
USC00036920         995S
USC00036928         940S
USC00037038         776P
USC00037383         919P
USC00037488         869S
USC00037582        1095S
USC00037712        1085S
USC00038052        1001S
USC00040010         577P
USC00040014         343P
USC00040029         763S
USC00040136         443P
USC00040144         323P
USC00040161         815S
USC00040192         330P
USC00040212         800S
USC00040232         524P
USC00040235         372P
USC00040343         632S
USC00040379         583S
USC00040383         710S
USC00040436         201P
USC00040449         575S
USC00040521         237S
USC00040673         762S
USC00040684         313P
USC00040693         673P
USC00040738         962P
USC00040741         433S
USC00040779         402P
USC00040790         661S
USC00040798         376P
USC00040819         719P
USC00040850         709P
USC00040924         147S
USC00040931         622S
USC00040943         602S
USC00040983         250S
USC00041010         557P
USC00041048         145P
USC00041072         370S
USC00041080        1057P
USC00041149         886S
USC00041159         930S
USC00041214         952P
USC00041244         383S
USC00041253         455S
USC00041277         763S
USC00041288         121S
USC00041312         657S
USC00041316         950C
USC00041428         670S
USC00041484         367P
USC00041497         805S
USC00041606         982P
USC00041614         795C
USC00041697         739S
USC00041700         819S
USC00041715         656P
USC00041758         320S
USC00041806         765P
USC00041838         762P
USC00041864         399S
USC00041878         519P
USC00041907         708S
USC00041912         785S
USC00041916         770S
USC00041948         560P
USC00041967         593P
USC00041990         981S
USC00042012         363S
USC00042081         869S
USC00042090         341P
USC00042147        1118P
USC00042198         433P
USC00042214         245S
USC00042239         551S
USC00042294         660S
USC00042319         170S
USC00042327         222P
USC00042331         267P
USC00042346         358S
USC00042402         866S
USC00042406         507P
USC00042456         717P
USC00042467         784S
USC00042494         255P
USC00042500         834S
USC00042504         497S
USC00042506         525C
USC00042574         994S
USC00042598         181S
USC00042640         558P
USC00042671        1042P
USC00042706         333S
USC00042709         484P
USC00042713         134S
USC00042728         610P
USC00042756        1044P
USC00042760         590P
USC00042771         298S
USC00042805         295S
USC00042863         418S
USC00042920         596S
USC00042934         622S
USC00042941         396P
USC00043038         715S
USC00043083         254P
USC00043134         646S
USC00043157         903S
USC00043161        1108S
USC00043244         647P
USC00043261         555S
USC00043357        1206C
USC00043369         951P
USC00043402         357S
USC00043417         599S
USC00043452         440P
USC00043463         557S
USC00043489         151P
USC00043491         757S
USC00043498         208P
USC00043551         658S
USC00043573         847S
USC00043578         786C
USC00043614         460P
USC00043647        1162P
USC00043672         605P
USC00043710         303S
USC00043714        1169P
USC00043747         412S
USC00043800         766S
USC00043824         870S
USC00043855         200S
USC00043875         747S
USC00043878         705P
USC00043896         326S
USC00043914         512S
USC00043939         747S
USC00044025         514S
USC00044176         737S
USC00044211         463S
USC00044223         168S
USC00044232         260S
USC00044259          97P
USC00044278         188S
USC00044288         722P
USC00044297         224S
USC00044374         798S
USC00044422         362S
USC00044484         699P
USC00044500         689S
USC00044523         434P
USC00044536         344P
USC00044555         478S
USC00044577        1278P
USC00044628         362P
USC00044647         332S
USC00044671         383S
USC00044705         821P
USC00044710         439S
USC00044712         607S
USC00044713         883P
USC00044735         348P
USC00044838         836S
USC00044863         364S
USC00044867         314P
USC00044881         471P
USC00044890         482S
USC00044957         474S
USC00044997         609S
USC00045026         702S
USC00045032         662S
USC00045064         462S
USC00045107         405P
USC00045118         492S
USC00045119         508S
USC00045120         572P
USC00045123         589S
USC00045147         394P
USC00045218         445P
USC00045233         421S
USC00045311         943S
USC00045352         533P
USC00045356         727P
USC00045360         662S
USC00045378         654S
USC00045385         593P
USC00045400         605S
USC00045449         877P
USC00045502         113S
USC00045532         557S
USC00045598         584P
USC00045679         901S
USC00045721         346S
USC00045756         217S
USC00045790         244P
USC00045795         770C
USC00045802         742P
USC00045866         495P
USC00045890         272P
USC00045915         698S
USC00045933         779S
USC00046006         461S
USC00046027         963S
USC00046074         708C
USC00046136         874S
USC00046144         629S
USC00046154         355S
USC00046161         327P
USC00046162         289P
USC00046168         529S
USC00046174         807P
USC00046175         353S
USC00046194         631S
USC00046197         137P
USC00046263         373P
USC00046329         883P
USC00046336         658S
USC00046370         710P
USC00046377         326S
USC00046390         151P
USC00046399         397S
USC00046498        1348P
USC00046506         644S
USC00046508        1072S
USC00046521         649P
USC00046569         348P
USC00046572         379P
USC00046597         826S
USC00046599         668S
USC00046602         410P
USC00046610         419S
USC00046624         271C
USC00046635         143S
USC00046646         591S
USC00046650         774P
USC00046657         403S
USC00046663         279P
USC00046675         462S
USC00046685         811S
USC00046699         247S
USC00046719         432S
USC00046726         510P
USC00046730         484S
USC00046773         205P
USC00046826         734S
USC00046896         550S
USC00046926         609S
USC00046940         319P
USC00046943         492S
USC00046944         837P
USC00046946         995S
USC00046960         696S
USC00047050         270P
USC00047077         497P
USC00047085         606S
USC00047109         884S
USC00047111         411P
USC00047150         520S
USC00047228         412P
USC00047253         245S
USC00047306         441S
USC00047339         590S
USC00047370         545S
USC00047404         940S
USC00047414         597S
USC00047470         304S
USC00047473         375S
USC00047581         900P
USC00047641         789P
USC00047643         661P
USC00047668         516S
USC00047672         494S
USC00047681         389S
USC00047689         805P
USC00047723         383P
USC00047731         615S
USC00047749         259P
USC00047767         643P
USC00047776         459S
USC00047779         435P
USC00047785         343S
USC00047807         932P
USC00047813         351S
USC00047821         619S
USC00047846         586P
USC00047851         523S
USC00047874         420S
USC00047880         679P
USC00047888         357S
USC00047902         385P
USC00047916         660S
USC00047933         535S
USC00047953         298S
USC00047957         289P
USC00047965         809S
USC00048014         438S
USC00048045        1241S
USC00048135         916S
USC00048163         959P
USC00048200         160S
USC00048207         850P
USC00048317         198P
USC00048351         710S
USC00048353         632P
USC00048380         624P
USC00048406         824P
USC00048490         955S
USC00048560         563S
USC00048580         515P
USC00048587         705S
USC00048606         908S
USC00048655         297P
USC00048702         464P
USC00048752         420P
USC00048758         787S
USC00048826         457P
USC00048839         338S
USC00048873         699P
USC00048917         522S
USC00048928         752P
USC00048967         344P
USC00049001         595S
USC00049026         936S
USC00049035         157S
USC00049043         859S
USC00049053        1022S
USC00049073         553S
USC00049087         339P
USC00049099         217S
USC00049105         838P
USC00049111         455P
USC00049122         794S
USC00049124         944P
USC00049152         366S
USC00049185         695S
USC00049200         603S
USC00049285         371P
USC00049325         282P
USC00049345         276P
USC00049351         640S
USC00049367         402S
USC00049378         410S
USC00049390         873S
USC00049431         327P
USC00049440         802P
USC00049452         360S
USC00049473         640S
USC00049490         915P
USC00049582         635S
USC00049621         932S
USC00049660         314P
USC00049671         264P
USC00049684         941P
USC00049742         747C
USC00049781         619P
USC00049792         604S
USC00049822         414P
USC00049855         671P
USC00049866         919S
USC00050102         855P
USC00050105         913P
USC00050109         747S
USC00050214         982S
USC00050263         759S
USC00050304         516P
USC00050372        1313S
USC00050454         863S
USC00050776         678S
USC00050797         792S
USC00050834         606S
USC00050848        1010S
USC00050895         427P
USC00050909        1275S
USC00050945         526S
USC00050950         709S
USC00051017         687P
USC00051060        1005P
USC00051071         792S
USC00051121         584S
USC00051179         721S
USC00051186        1062S
USC00051268         573S
USC00051294         770S
USC00051401         685S
USC00051440         827P
USC00051458         558S
USC00051528         912S
USC00051539         525P
USC00051564         590S
USC00051609         802S
USC00051660        1500S
USC00051681        1326P
USC00051713         881S
USC00051741         871P
USC00051772         697S
USC00051886         763S
USC00051932         974S
USC00051939        1002P
USC00051959        1197C
USC00051964         839S
USC00051996         803P
USC00052184         740S
USC00052192         585P
USC00052281        1260S
USC00052286         689S
USC00052326         934P
USC00052441         936P
USC00052446         550P
USC00052494         909S
USC00052631         974P
USC00052759        1155P
USC00052790         913S
USC00052932         483S
USC00052944         558P
USC00052947         678P
USC00053005         874S
USC00053006         805P
USC00053016         738S
USC00053038         641P
USC00053063         745P
USC00053079         515S
USC00053116        1103P
USC00053146         603S
USC00053246         635P
USC00053258         614P
USC00053261        1187P
USC00053359         865S
USC00053489         637S
USC00053496        1530C
USC00053500        1376S
USC00053530        1076S
USC00053541         824S
USC00053553         726C
USC00053592         772P
USC00053629         896S
USC00053656         767P
USC00053662         851S
USC00053738         736P
USC00053828         628S
USC00053867        1171C
USC00053951         659S
USC00054054        1135P
USC00054076         598S
USC00054082         755S
USC00054135        1142P
USC00054172         476P
USC00054242         554S
USC00054293        1085P
USC00054380         591S
USC00054388         486S
USC00054413         561P
USC00054444         585C
USC00054452         805S
USC00054538         680P
USC00054546         608P
USC00054603         450S
USC00054606         531P
USC00054664         967S
USC00054724         577P
USC00054726         580S
USC00054734         906S
USC00054742         812S
USC00054762         783C
USC00054770         631C
USC00054834         590S
USC00054934        1167S
USC00054945         699S
USC00055025         626P
USC00055116         685P
USC00055236        1021P
USC00055322         589S
USC00055327         816P
USC00055414         871P
USC00055422         787P
USC00055446         723S
USC00055484         940P
USC00055507         984P
USC00055531         890S
USC00055706         625S
USC00055722         729C
USC00055734        1015P
USC00055797        1186P
USC00055922         694P
USC00055934         866P
USC00055970         606P
USC00055984         717P
USC00056012         703S
USC00056023         814P
USC00056131         387S
USC00056136         578S
USC00056203        1172P
USC00056258        1038P
USC00056266         713S
USC00056306         899S
USC00056318         803P
USC00056326         536P
USC00056524         948P
USC00056765         783S
USC00056797         967P
USC00056816         790S
USC00056832         687S
USC00056977         853P
USC00057017         947P
USC00057020         804S
USC00057031         839P
USC00057050         872P
USC00057167         623S
USC00057287         612S
USC00057296         771P
USC00057309        1045S
USC00057317        1080P
USC00057337         601S
USC00057370         578P
USC00057430         558P
USC00057460         888S
USC00057510         630S
USC00057515         696S
USC00057560         760P
USC00057572         606P
USC00057618        1139P
USC00057656        1255S
USC00057816         549P
USC00057848        1010P
USC00057866         685P
USC00057936        1329S
USC00057950         606S
USC00057992         426P
USC00058008         676P
USC00058022         815P
USC00058064        1085P
USC00058157         552S
USC00058184        1021S
USC00058204        1288S
USC00058290         567P
USC00058429         772S
USC00058436         780P
USC00058501         865P
USC00058560         800S
USC00058575        1200P
USC00058582        1014P
USC00058690         977P
USC00058756        1038S
USC00058781         795S
USC00058793         684S
USC00058839         707S
USC00058931         819S
USC00058995         902S
USC00059096        1053S
USC00059175        1300S
USC00059181        1332P
USC00059213         759P
USC00059216         847P
USC00059243         696S
USC00059265        1176S
USC00059275         758P
USC00059295         629S
USC00059297         731P
USC00060128        1033S
USC00060227        1408P
USC00060299        1255S
USC00060961        1290P
USC00060973        1184S
USC00061762        1289P
USC00062169        1038P
USC00062658        1344S
USC00063207        1189S
USC00063857        1111P
USC00064488        1197P
USC00064767        1217P
USC00065077        1161P
USC00065445        1517S
USC00065910        1199S
USC00066655        1249P
USC00066966        1282P
USC00067002        1078P
USC00067157        1143P
USC00067373        1123P
USC00067432         939P
USC00067959        1252P
USC00067970        1300P
USC00068065        1237P
USC00068138        1203P
USC00068436        1077P
USC00069162        1101P
USC00069388        1262S
USC00069568        1311P
USC00069775        1243S
USC00072730        1134S
USC00073570        1141P
USC00073595        1106P
USC00075320        1164S
USC00076410        1078P
USC00079605        1128S
USC00080228         914S
USC00080236        1161C
USC00080369        1055S
USC00080390        1098P
USC00080478        1043S
USC00080611        1274P
USC00080945        1077S
USC00081046        1088S
USC00081276        1036C
USC00081544        1144S
USC00081641        1032S
USC00081654         975P
USC00081795        1013P
USC00081978        1002S
USC00082008        1161S
USC00082220        1105P
USC00082229        1254S
USC00082288        1086S
USC00082298         957S
USC00082418         871P
USC00082441         853P
USC00082850        1162P
USC00082915        1278S
USC00082944        1091S
USC00083020        1181S
USC00083163        1447C
USC00083207        1237C
USC00083322        1144P
USC00083470        1012S
USC00083874        1155S
USC00083909        1381S
USC00083956        1113S
USC00083986        1043S
USC00084095        1334P
USC00084210        1074P
USC00084289        1105S
USC00084366        1129S
USC00084394         975S
USC00084625        1151S
USC00084707        1137P
USC00084731        1242S
USC00084802        1146P
USC00085076        1155S
USC00085099         835S
USC00085184        1490P
USC00085275         980S
USC00085539        1023S
USC00085667        1394P
USC00085793        1154P
USC00085879        1164P
USC00085895        1022S
USC00085973        1045S
USC00086065        1084S
USC00086078        1294S
USC00086240        1140S
USC00086406        1276S
USC00086414        1173C
USC00086485        1025S
USC00086618        1044P
USC00086842        1048S
USC00086880         995S
USC00087020        1328P
USC00087025        1074S
USC00087205        1194C
USC00087397         986S
USC00087429        1034P
USC00087760        1321S
USC00087826        1126S
USC00087851        1171C
USC00087982        1174S
USC00088565        1074P
USC00088620        1419P
USC00088780        1205P
USC00088824        1119C
USC00088841         973P
USC00088942        1134S
USC00089120        1096S
USC00089176        1019S
USC00089219        1302S
USC00089401         916S
USC00089566        1112S
USC00089707        1154S
USC00090010         953S
USC00090044        1066P
USC00090140        1062S
USC00090219        1050P
USC00090253         956P
USC00090406         791P
USC00090441        1037P
USC00090444        1079S
USC00090586        1015S
USC00090603        1007S
USC00090746        1028P
USC00090969        1290S
USC00090979         985P
USC00091132         978P
USC00091266         925S
USC00091340        1056S
USC00091372         988S
USC00091425         883P
USC00091448        1068P
USC00091463         805P
USC00091474        1107P
USC00091500         862S
USC00091585         967S
USC00091619         846S
USC00091640        1072S
USC00091657        1014P
USC00091665         780P
USC00091670         990S
USC00091732         968S
USC00091863        1196C
USC00091906         869P
USC00091965        1257P
USC00091973        1135P
USC00091982        1350S
USC00092006        1307C
USC00092055         914P
USC00092180        1095S
USC00092266         943S
USC00092283        1097S
USC00092318        1035P
USC00092361         899S
USC00092408        1159S
USC00092429        1000S
USC00092450         901S
USC00092475        1246P
USC00092485        1210C
USC00092493        1012P
USC00092517        1091P
USC00092532         851P
USC00092570         813P
USC00092578         959P
USC00092716        1109P
USC00092791        1009P
USC00092839         875S
USC00092966         870S
USC00093060        1039C
USC00093115        1161S
USC00093147        1038C
USC00093271        1137P
USC00093325         978P
USC00093386         927P
USC00093465        1118S
USC00093538         989S
USC00093570         918P
USC00093621        1074C
USC00093695         960S
USC00093754        1021S
USC00094133         979P
USC00094170         923S
USC00094230        1114P
USC00094429        1115S
USC00094594         911S
USC00094648        1076S
USC00094674        1114P
USC00094700        1043S
USC00094728         938S
USC00094941        1165S
USC00094949         920P
USC00095204         865P
USC00095314        1004S
USC00095394         775S
USC00095404        1095P
USC00095811         915P
USC00095858         867P
USC00095863         937S
USC00095874        1033S
USC00095882         891P
USC00095979        1035S
USC00095988         836S
USC00096043         805S
USC00096087        1030S
USC00096335        1107S
USC00096407        1050P
USC00097087         980S
USC00097201         921S
USC00097430         859P
USC00097489         887P
USC00097600        1157S
USC00097777        1006S
USC00097808         984S
USC00097827        1312P
USC00098064         988S
USC00098223         870P
USC00098351         948P
USC00098436         875S
USC00098476        1006P
USC00098496         888P
USC00098535         841S
USC00098600         842S
USC00098661         896S
USC00098703        1052S
USC00098740        1136S
USC00098950        1186S
USC00099077        1136P
USC00099157        1089S
USC00099186        1014S
USC00099194         832S
USC00099291         922S
USC00099466         881P
USC00099486        1075P
USC00099502        1006P
USC00099506        1053S
USC00099524        1107P
USC00100010         718S
USC00100227         833S
USC00100347         795P
USC00100375         541P
USC00100448         854P
USC00100470         972S
USC00100667        1183S
USC00100803        1145P
USC00101017        1089C
USC00101079        1130S
USC00101180         999S
USC00101195         494S
USC00101220         733S
USC00101363        1329S
USC00101380         811P
USC00101408         869S
USC00101514        1275S
USC00101551         552S
USC00101636        1012S
USC00101663         737P
USC00101671         736S
USC00101956        1221P
USC00102159        1309S
USC00102246        1407P
USC00102260         801S
USC00102444         736S
USC00102575        1203P
USC00102707         899C
USC00102845        1368C
USC00102875        1521S
USC00102942         898S
USC00103110         584P
USC00103143        1535S
USC00103297         861S
USC00103448         996S
USC00103554        1093P
USC00103732        1031S
USC00103760         501S
USC00103771        1145S
USC00103882         675P
USC00103932         750S
USC00103964         684S
USC00104140         628S
USC00104150        1517P
USC00104268         786P
USC00104384         393S
USC00104442         896S
USC00104455         977S
USC00104456         993S
USC00104598        1055P
USC00104670         765S
USC00104793        1220P
USC00104831        1620S
USC00104845         884S
USC00105013        1337P
USC00105275         897S
USC00105462         712S
USC00105563         735P
USC00105567         628P
USC00105678         826S
USC00105685         543P
USC00105708        1225S
USC00105716         982P
USC00105897        1046S
USC00105980         728S
USC00106152        1327S
USC00106174         725P
USC00106230        1592P
USC00106305         850S
USC00106424        1036S
USC00106542         720S
USC00106586        1104P
USC00106844         805S
USC00106877         758P
USC00106891         782S
USC00107040         593S
USC00107046        1412P
USC00107208        1043P
USC00107264        1118P
USC00107301         944P
USC00107320        1540P
USC00107346         925P
USC00107386        1372C
USC00107644         964P
USC00107648         889S
USC00107673         668S
USC00107706        1064S
USC00107968         757P
USC00108022         877S
USC00108062        1263P
USC00108080         877S
USC00108137        1378S
USC00108380         685S
USC00108535        1025S
USC00108676         554P
USC00108928         747S
USC00108937        1099S
USC00109000        1118P
USC00109293         726S
USC00109303         880S
USC00109498        1525P
USC00109638         808P
USC00109846        1417S
USC00109951        1178P
USC00109963        1345P
USC00110050         869P
USC00110072         878S
USC00110137         989P
USC00110187        1069S
USC00110203        1135P
USC00110330         924P
USC00110338        1164S
USC00110356         897S
USC00110442        1188P
USC00110492         848P
USC00110500        1011S
USC00110583        1200P
USC00110598        1053S
USC00110608         791P
USC00110761         965S
USC00110803        1266P
USC00110868         948S
USC00110993        1065S
USC00111020        1054P
USC00111160        1078S
USC00111250         858P
USC00111265        1164S
USC00111280        1108P
USC00111290        1098P
USC00111296         978P
USC00111302        1140P
USC00111316         893P
USC00111329        1066P
USC00111386        1048P
USC00111420        1219S
USC00111436        1134S
USC00111475         989S
USC00111491         952S
USC00111497        1233S
USC00111627         941S
USC00111700         952S
USC00111743        1183S
USC00111836        1066P
USC00112048        1088P
USC00112140        1218C
USC00112145        1134C
USC00112193        1099S
USC00112223        1204S
USC00112344         964S
USC00112348         971S
USC00112353        1019P
USC00112483         970S
USC00112500         953P
USC00112679        1033P
USC00112736        1144S
USC00112745        1108P
USC00112923         911S
USC00112931        1134S
USC00112993         929P
USC00113061        1066P
USC00113109         969S
USC00113262        1126C
USC00113290         949S
USC00113312        1138S
USC00113320        1087S
USC00113335         988P
USC00113384        1054S
USC00113392        1196P
USC00113413        1115S
USC00113455        1031S
USC00113530         839S
USC00113572         861P
USC00113580        1040P
USC00113595         839S
USC00113666        1051S
USC00113683        1012P
USC00113693         851P
USC00113717        1022P
USC00113738        1099P
USC00113774        1010P
USC00113879         975P
USC00113902        1205P
USC00113940         952S
USC00114013         913P
USC00114089         927S
USC00114108         913S
